id;satellite;sensor;mode;acquisition start;acquisition stop;orbit;orbit direction;polarisation mode;elevation angle;incidence angle;number of frames;interferometric stack id;Geo Bas Perp;Geo Bas Parallel;cloud percent;off nadir angle;sun elevation angle;area square kilometers;AoI coverage;footprint
1265337;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2019-12-15 at 16:57:05 UTC;2019-12-15 at 16:57:38 UTC;49272;DESCENDING;HH;N/A;0.032183;6;N/A;N/A;N/A;N/A;N/A;N/A;9250.7;0.36868698786639187%;POLYGON((14.82977 42.346844,14.332539 40.34042,14.80378 40.273201,15.31562 42.279373,14.82977 42.346844))
1275109;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-01-21 at 16:51:11 UTC;2020-01-21 at 16:52:03 UTC;49820;DESCENDING;HH;N/A;0.026541000000000002;9;N/A;N/A;N/A;N/A;N/A;N/A;14559.2;33568517487208900%;POLYGON((16.968269 41.288513,16.163403 38.142315,16.6208 38.071854,17.44532 41.217632,16.968269 41.288513))
1277034;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-01-26 at 16:45:16 UTC;2020-01-26 at 16:45:32 UTC;49894;DESCENDING;HH;N/A;0.026568500000000002;3;N/A;N/A;N/A;N/A;N/A;N/A;4514.3;5104386051867390%;POLYGON((18.317881 40.630806,18.0672 39.653477,18.53297 39.583122,18.790319 40.560272,18.317881 40.630806))
1278349;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-01-30 at 04:32:56 UTC;2020-01-30 at 04:34:06 UTC;49946;ASCENDING;HH;N/A;0.033974;12;N/A;N/A;N/A;N/A;N/A;N/A;19969.7;2068269453384550%;POLYGON((16.644699 37.994171,15.62023 42.284191,15.129631 42.217907,16.18396 37.927998,16.644699 37.994171))
1279376;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-02-01 at 16:56:59 UTC;2020-02-01 at 16:57:32 UTC;49983;DESCENDING;HH;N/A;0.032184;6;N/A;N/A;N/A;N/A;N/A;N/A;9240.5;0.39114164102677806%;POLYGON((14.838851 42.338505,14.34225 40.334263,14.81347 40.267132,15.32465 42.271095,14.838851 42.338505))
1280207;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-02-04 at 04:27:25 UTC;2020-02-04 at 04:27:47 UTC;50020;ASCENDING;HH;N/A;0.0339515;4;N/A;N/A;N/A;N/A;N/A;N/A;6180.1;4982109580761170%;POLYGON((17.693939 39.989071,17.3745 41.317326,16.89118 41.251179,17.220079 39.922993,17.693939 39.989071))
1286515;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-02-15 at 04:32:58 UTC;2020-02-15 at 04:34:08 UTC;50183;ASCENDING;HH;N/A;0.033974;12;N/A;N/A;N/A;N/A;N/A;N/A;19809.0;19437111080658100%;POLYGON((16.62919 38.015903,15.612579 42.271412,15.122059 42.205223,16.16827 37.949894,16.62919 38.015903))
1288623;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-02-20 at 04:27:26 UTC;2020-02-20 at 04:27:48 UTC;50257;ASCENDING;HH;N/A;0.033952500000000004;4;N/A;N/A;N/A;N/A;N/A;N/A;6274.0;4954330722853160%;POLYGON((17.691719 39.970558,17.36734 41.31897,16.883989 41.252911,17.217979 39.90453,17.691719 39.970558))
1290505;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-03;2020-02-22 at 16:51:17 UTC;2020-02-22 at 16:51:25 UTC;50294;DESCENDING;HH;N/A;0.0293155;1;N/A;N/A;N/A;N/A;N/A;N/A;2090.0;0.3950102246379276%;POLYGON((16.463913 41.009041,16.348358 40.558235,16.825293 40.488491,16.938684 40.939968,16.463913 41.009041))
1294098;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-02-27 at 16:45:18 UTC;2020-02-27 at 16:45:34 UTC;50368;DESCENDING;HH;N/A;0.026569;3;N/A;N/A;N/A;N/A;N/A;N/A;4415.7;50084530502647100%;POLYGON((18.30545 40.628708,18.06011 39.672718,18.525949 39.602142,18.7778 40.557919,18.30545 40.628708))
1296968;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-03-02 at 04:32:58 UTC;2020-03-02 at 04:34:08 UTC;50420;ASCENDING;HH;N/A;0.033972999999999996;12;N/A;N/A;N/A;N/A;N/A;N/A;19797.8;18876665445384800%;POLYGON((16.628941 38.009705,15.612759 42.262852,15.1223 42.196671,16.168051 37.94379,16.628941 38.009705))
1296546;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-0B;2020-03-03 at 16:39:17 UTC;2020-03-03 at 16:39:25 UTC;50442;DESCENDING;HH;N/A;0.023918;1;N/A;N/A;N/A;N/A;N/A;N/A;2242.7;0.36502886501610127%;POLYGON((20.077953 40.309162,19.979271 39.848137,20.473791 39.771736,20.575754 40.232708,20.077953 40.309162))
1299294;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-03-07 at 04:27:25 UTC;2020-03-07 at 04:27:47 UTC;50494;ASCENDING;HH;N/A;0.033954;4;N/A;N/A;N/A;N/A;N/A;N/A;6275.9;4992938627262150%;POLYGON((17.69232 39.975491,17.367769 41.324287,16.88435 41.258324,17.21851 39.909573,17.69232 39.975491))
1305153;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-09;2020-03-14 at 16:45:15 UTC;2020-03-14 at 16:45:22 UTC;50605;DESCENDING;VV;N/A;0.0400235;1;N/A;N/A;N/A;N/A;N/A;N/A;2437.6;0.055223367863380404%;POLYGON((16.159618 41.051273,16.056015 40.588478,16.599957 40.517204,16.705873 40.980282,16.159618 41.051273))
1309427;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-03-20 at 16:56:59 UTC;2020-03-20 at 16:57:32 UTC;50694;DESCENDING;HH;N/A;0.0321855;6;N/A;N/A;N/A;N/A;N/A;N/A;9146.2;0.3866694850401636%;POLYGON((14.839759 42.325054,14.34792 40.341339,14.81911 40.273872,15.32538 42.257355,14.839759 42.325054))
1309336;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-03-23 at 04:27:23 UTC;2020-03-23 at 04:27:45 UTC;50731;ASCENDING;HH;N/A;0.033951999999999996;4;N/A;N/A;N/A;N/A;N/A;N/A;6268.4;5041213031027290%;POLYGON((17.7026 39.97538,17.37841 41.322643,16.89501 41.256683,17.228769 39.909569,17.7026 39.97538))
1311183;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-03-25 at 16:51:09 UTC;2020-03-25 at 16:52:00 UTC;50768;DESCENDING;HH;N/A;0.026550999999999998;9;N/A;N/A;N/A;N/A;N/A;N/A;14466.9;32549023905257100%;POLYGON((16.970921 41.262859,16.172812 38.134705,16.629669 38.064171,17.447729 41.191814,16.970921 41.262859))
1316631;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-04-03 at 04:32:57 UTC;2020-04-03 at 04:34:07 UTC;50894;ASCENDING;HH;N/A;0.033975;12;N/A;N/A;N/A;N/A;N/A;N/A;19802.0;19385370557870700%;POLYGON((16.633699 38.013077,15.61728 42.267033,15.12682 42.20071,16.172831 37.946941,16.633699 38.013077))
1322085;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-04-10 at 16:51:13 UTC;2020-04-10 at 16:52:04 UTC;51005;DESCENDING;HH;N/A;0.026552;9;N/A;N/A;N/A;N/A;N/A;N/A;14464.3;3219798094535350%;POLYGON((16.95857 41.264835,16.16054 38.13744,16.617479 38.06699,17.435431 41.193905,16.95857 41.264835))
1325448;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-02;2020-04-15 at 16:45:20 UTC;2020-04-15 at 16:45:36 UTC;51079;DESCENDING;HH;N/A;0.0271785;3;N/A;N/A;N/A;N/A;N/A;N/A;4500.4;4997325734818140%;POLYGON((18.21772 40.64069,17.97279 39.681454,18.446211 39.610126,18.697769 40.569096,18.21772 40.64069))
1328747;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-04-21 at 16:57:03 UTC;2020-04-21 at 16:57:36 UTC;51168;DESCENDING;HH;N/A;0.0321805;6;N/A;N/A;N/A;N/A;N/A;N/A;9148.6;0.3596739965368345%;POLYGON((14.82991 42.321644,14.33793 40.337376,14.80918 40.270264,15.31558 42.254223,14.82991 42.321644))
1330330;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-04-24 at 04:27:28 UTC;2020-04-24 at 04:27:50 UTC;51205;ASCENDING;HH;N/A;0.033951999999999996;4;N/A;N/A;N/A;N/A;N/A;N/A;6257.8;4953084445015010%;POLYGON((17.68539 39.978519,17.361771 41.323421,16.87841 41.257248,17.21162 39.912376,17.68539 39.978519))
1332006;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-04-26 at 16:51:14 UTC;2020-04-26 at 16:52:05 UTC;51242;DESCENDING;HH;N/A;0.026549;9;N/A;N/A;N/A;N/A;N/A;N/A;14555.9;3325402272031840%;POLYGON((16.963261 41.285244,16.16008 38.138008,16.617041 38.067635,17.440281 41.214375,16.963261 41.285244))
1334859;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-05-01 at 16:45:19 UTC;2020-05-01 at 16:45:36 UTC;51316;DESCENDING;HH;N/A;0.026571;3;N/A;N/A;N/A;N/A;N/A;N/A;4603.0;52135520557612100%;POLYGON((18.319031 40.65918,18.06312 39.662601,18.528931 39.592159,18.791599 40.588444,18.319031 40.65918))
1338254;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-05-07 at 16:57:03 UTC;2020-05-07 at 16:57:35 UTC;51405;DESCENDING;HH;N/A;0.0321845;6;N/A;N/A;N/A;N/A;N/A;N/A;9152.6;0.37247436695817593%;POLYGON((14.83535 42.3204,14.34325 40.335239,14.81446 40.268024,15.32097 42.25285,14.83535 42.3204))
1339717;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-05-10 at 04:27:27 UTC;2020-05-10 at 04:27:49 UTC;51442;ASCENDING;HH;N/A;0.033954;4;N/A;N/A;N/A;N/A;N/A;N/A;6277.8;50375091094708200%;POLYGON((17.690331 39.983559,17.36561 41.332764,16.88217 41.266644,17.216499 39.91748,17.690331 39.983559))
1341817;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-05-12 at 16:51:12 UTC;2020-05-12 at 16:52:04 UTC;51479;DESCENDING;HH;N/A;0.026549;9;N/A;N/A;N/A;N/A;N/A;N/A;14560.2;33570001365645300%;POLYGON((16.972469 41.284977,16.169151 38.136715,16.62602 38.0662,17.44948 41.214043,16.972469 41.284977))
1347850;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-15;2020-05-16 at 04:39:34 UTC;2020-05-16 at 04:39:42 UTC;51531;ASCENDING;VV;N/A;0.0481055;1;N/A;N/A;N/A;N/A;N/A;N/A;2180.6;0.3669981654538316%;POLYGON((17.321369 40.223289,17.235046 40.687294,16.745531 40.631325,16.835951 40.167217,17.321369 40.223289))
1352405;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-05-26 at 04:27:24 UTC;2020-05-26 at 04:27:47 UTC;51679;ASCENDING;HH;N/A;0.0339515;4;N/A;N/A;N/A;N/A;N/A;N/A;6281.5;5134324775810790%;POLYGON((17.70513 39.985065,17.380369 41.335106,16.89695 41.268822,17.231331 39.918846,17.70513 39.985065))
1360336;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-06-08 at 16:57:00 UTC;2020-06-08 at 16:57:33 UTC;51879;DESCENDING;HH;N/A;0.0321805;6;N/A;N/A;N/A;N/A;N/A;N/A;9073.1;0.3638188504793596%;POLYGON((14.832021 42.319683,14.34443 40.351761,14.81576 40.284603,15.317681 42.252316,14.832021 42.319683))
1361265;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-06-11 at 04:27:25 UTC;2020-06-11 at 04:27:48 UTC;51916;ASCENDING;HH;N/A;0.033951;4;N/A;N/A;N/A;N/A;N/A;N/A;6276.7;50302446137440900%;POLYGON((17.692459 39.980865,17.367979 41.329868,16.884581 41.263664,17.21867 39.914726,17.692459 39.980865))
1364290;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-06-18 at 16:45:16 UTC;2020-06-18 at 16:45:32 UTC;52027;DESCENDING;HH;N/A;0.026574;3;N/A;N/A;N/A;N/A;N/A;N/A;4514.3;5115887797849230%;POLYGON((18.31307 40.643673,18.062321 39.666374,18.528179 39.596012,18.785601 40.573181,18.31307 40.643673))
1367155;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-06-22 at 04:32:56 UTC;2020-06-22 at 04:34:06 UTC;52079;ASCENDING;HH;N/A;0.0339715;12;N/A;N/A;N/A;N/A;N/A;N/A;19982.3;20296757121550200%;POLYGON((16.639891 37.989941,15.614739 42.282658,15.12416 42.216351,16.179159 37.923824,16.639891 37.989941))
1369610;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-06-24 at 16:56:59 UTC;2020-06-24 at 16:57:06 UTC;52116;DESCENDING;HH;N/A;0.0321705;1;N/A;N/A;N/A;N/A;N/A;N/A;2151.0;0.3585473685312867%;POLYGON((14.830239 42.319874,14.705048 41.857639,15.193765 41.789459,15.31591 42.252525,14.830239 42.319874))
1372060;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-06-27 at 04:27:23 UTC;2020-06-27 at 04:27:45 UTC;52153;ASCENDING;HH;N/A;0.033953000000000004;4;N/A;N/A;N/A;N/A;N/A;N/A;6276.5;5046051639575060%;POLYGON((17.693871 39.982082,17.36932 41.331039,16.8859 41.264889,17.22007 39.91597,17.693871 39.982082))
1382756;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-07-13 at 04:27:20 UTC;2020-07-13 at 04:27:43 UTC;52390;ASCENDING;HH;N/A;0.0339515;4;N/A;N/A;N/A;N/A;N/A;N/A;6281.7;5081352627381340%;POLYGON((17.697491 39.983517,17.37269 41.333557,16.88928 41.267281,17.223709 39.917255,17.697491 39.983517))
1384550;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-0B;2020-07-15 at 16:50:37 UTC;2020-07-15 at 16:50:45 UTC;52427;DESCENDING;HH;N/A;0.0239235;1;N/A;N/A;N/A;N/A;N/A;N/A;2228.8;0.5070307208307442%;POLYGON((17.762472 42.975105,17.6472 42.51833,18.17354 42.439758,18.268484 42.900055,17.762472 42.975105))
1390002;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-02;2020-07-20 at 16:45:10 UTC;2020-07-20 at 16:45:27 UTC;52501;DESCENDING;HH;N/A;0.027174;3;N/A;N/A;N/A;N/A;N/A;N/A;4679.4;5165130424086260%;POLYGON((18.23299 40.656921,17.978491 39.659538,18.45182 39.588417,18.71323 40.585598,18.23299 40.656921))
1402781;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-23;2020-08-04 at 16:27:02 UTC;2020-08-04 at 16:27:10 UTC;52723;DESCENDING;HH;N/A;0.058512;1;N/A;N/A;N/A;N/A;N/A;N/A;1552.7;0.009241994540711182%;POLYGON((16.27507 41.020672,16.202707 40.56139,16.556673 40.528831,16.630999 40.988476,16.27507 41.020672))
1402072;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-08;2020-08-05 at 16:45:08 UTC;2020-08-05 at 16:45:15 UTC;52738;DESCENDING;HH;N/A;0.038756;1;N/A;N/A;N/A;N/A;N/A;N/A;1924.3;0.26575143279335756%;POLYGON((16.417027 40.991493,16.325853 40.580235,16.808393 40.516281,16.902473 40.927643,16.417027 40.991493))
1409650;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-08-11 at 16:56:53 UTC;2020-08-11 at 16:57:26 UTC;52827;DESCENDING;HH;N/A;0.032183500000000004;6;N/A;N/A;N/A;N/A;N/A;N/A;9154.6;0.4010598055955438%;POLYGON((14.84189 42.344364,14.349599 40.358826,14.820949 40.291546,15.32772 42.276901,14.84189 42.344364))
1424312;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-08-27 at 16:56:53 UTC;2020-08-27 at 16:57:26 UTC;53064;DESCENDING;HH;N/A;0.032182499999999996;6;N/A;N/A;N/A;N/A;N/A;N/A;9160.3;0.391599317637543%;POLYGON((14.83846 42.344463,14.34589 40.357677,14.817211 40.290287,15.32426 42.276875,14.83846 42.344463))
1429771;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-08-30 at 04:27:18 UTC;2020-08-30 at 04:27:40 UTC;53101;ASCENDING;HH;N/A;0.033954;4;N/A;N/A;N/A;N/A;N/A;N/A;6107.3;4895293591401430%;POLYGON((17.688339 39.993298,17.37258 41.305882,16.889311 41.239899,17.21442 39.927334,17.688339 39.993298))
1441144;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-09-06 at 16:45:09 UTC;2020-09-06 at 16:45:25 UTC;53212;DESCENDING;HH;N/A;0.026573;3;N/A;N/A;N/A;N/A;N/A;N/A;4599.5;5191141178475220%;POLYGON((18.316271 40.647282,18.060749 39.651505,18.52643 39.580856,18.788731 40.576435,18.316271 40.647282))
1445517;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-09-10 at 04:32:49 UTC;2020-09-10 at 04:33:59 UTC;53264;ASCENDING;HH;N/A;0.033975;12;N/A;N/A;N/A;N/A;N/A;N/A;19978.3;2049009908878830%;POLYGON((16.637369 37.995762,15.61191 42.287594,15.12122 42.221577,16.176559 37.929871,16.637369 37.995762))
1448848;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-09-12 at 16:56:51 UTC;2020-09-12 at 16:57:24 UTC;53301;DESCENDING;HH;N/A;0.0321805;6;N/A;N/A;N/A;N/A;N/A;N/A;9236.8;0.40542748981729787%;POLYGON((14.84336 42.346363,14.34672 40.342987,14.81792 40.275547,15.329159 42.27869,14.84336 42.346363))
1452961;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-09-15 at 04:27:16 UTC;2020-09-15 at 04:27:38 UTC;53338;ASCENDING;HH;N/A;0.033951;4;N/A;N/A;N/A;N/A;N/A;N/A;6365.7;5032619393015980%;POLYGON((17.701559 39.958195,17.372419 41.326298,16.888981 41.26038,17.227871 39.8923,17.701559 39.958195))
1462134;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-09-17 at 16:51:02 UTC;2020-09-17 at 16:51:53 UTC;53375;DESCENDING;HH;N/A;0.0265465;9;N/A;N/A;N/A;N/A;N/A;N/A;14539.1;3318471731690840%;POLYGON((16.969419 41.278717,16.16778 38.13176,16.623711 38.061306,17.44636 41.207706,16.969419 41.278717))
1471195;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-09-22 at 16:45:07 UTC;2020-09-22 at 16:45:23 UTC;53449;DESCENDING;HH;N/A;0.026572;3;N/A;N/A;N/A;N/A;N/A;N/A;4510.7;5108743928057710%;POLYGON((18.322309 40.632587,18.071711 39.656021,18.537399 39.585304,18.794649 40.561638,18.322309 40.632587))
1481189;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-09-26 at 04:32:47 UTC;2020-09-26 at 04:33:57 UTC;53501;ASCENDING;HH;N/A;0.0339745;12;N/A;N/A;N/A;N/A;N/A;N/A;19976.5;21084326890519200%;POLYGON((16.646351 37.998238,15.62085 42.289673,15.130209 42.223396,16.18557 37.932137,16.646351 37.998238))
1505200;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-10-08 at 16:45:09 UTC;2020-10-08 at 16:45:25 UTC;53686;DESCENDING;HH;N/A;0.0265735;3;N/A;N/A;N/A;N/A;N/A;N/A;4601.4;518165085632806%;POLYGON((18.31554 40.640781,18.059879 39.644608,18.525551 39.574066,18.787979 40.570034,18.31554 40.640781))
1511813;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-10-12 at 04:32:49 UTC;2020-10-12 at 04:34:00 UTC;53738;ASCENDING;HH;N/A;0.033976;12;N/A;N/A;N/A;N/A;N/A;N/A;19977.4;20501236603269900%;POLYGON((16.636551 37.996853,15.61107 42.288452,15.120399 42.222317,16.175751 37.930866,16.636551 37.996853))
1520788;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-10-14 at 16:56:53 UTC;2020-10-14 at 16:57:25 UTC;53775;DESCENDING;HH;N/A;0.032180999999999994;6;N/A;N/A;N/A;N/A;N/A;N/A;9155.4;0.3833051015527137%;POLYGON((14.835591 42.342175,14.343261 40.356422,14.81458 40.289101,15.32138 42.274593,14.835591 42.342175))
1527451;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-10-17 at 04:27:18 UTC;2020-10-17 at 04:27:40 UTC;53812;ASCENDING;HH;N/A;0.033952500000000004;4;N/A;N/A;N/A;N/A;N/A;N/A;6196.4;4941941696945970%;POLYGON((17.691259 39.982479,17.370859 41.31419,16.88752 41.248199,17.217421 39.916508,17.691259 39.982479))
1549340;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-10-24 at 16:45:10 UTC;2020-10-24 at 16:45:26 UTC;53923;DESCENDING;HH;N/A;0.026569;3;N/A;N/A;N/A;N/A;N/A;N/A;4418.5;5008592044511670%;POLYGON((18.30706 40.625561,18.06152 39.66898,18.527321 39.598339,18.779381 40.55471,18.30706 40.625561))
1583427;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-11-07 at 04:21:10 UTC;2020-11-07 at 04:21:23 UTC;54123;ASCENDING;HH;N/A;0.032207;2;N/A;N/A;N/A;N/A;N/A;N/A;3618.2;415513095818647%;POLYGON((18.98011 39.768887,18.78928 40.553699,18.31633 40.487354,18.51256 39.702595,18.98011 39.768887))
1590784;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-11-09 at 16:45:08 UTC;2020-11-09 at 16:45:26 UTC;54160;DESCENDING;HH;N/A;0.026572500000000002;3;N/A;N/A;N/A;N/A;N/A;N/A;4968.0;5536723559548350%;POLYGON((18.32729 40.692142,18.051201 39.616604,18.51663 39.545898,18.800051 40.621197,18.32729 40.692142))
1601264;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-11-13 at 04:32:48 UTC;2020-11-13 at 04:33:53 UTC;54212;ASCENDING;HH;N/A;0.0339775;11;N/A;N/A;N/A;N/A;N/A;N/A;18347.5;0.4075868389057759%;POLYGON((16.6474 37.970085,15.708766 41.916569,15.222023 41.850826,16.186741 37.904232,16.6474 37.970085))
1606207;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-11-15 at 16:56:50 UTC;2020-11-15 at 16:57:25 UTC;54249;DESCENDING;HH;N/A;0.032179;6;N/A;N/A;N/A;N/A;N/A;N/A;9713.3;0.4286319898199229%;POLYGON((14.85546 42.398148,14.33321 40.291443,14.80405 40.223961,15.34164 42.33041,14.85546 42.398148))
1611622;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2020-11-18 at 04:27:15 UTC;2020-11-18 at 04:27:37 UTC;54286;ASCENDING;HH;N/A;0.0339535;4;N/A;N/A;N/A;N/A;N/A;N/A;6281.8;5001214731157200%;POLYGON((17.70603 39.964169,17.381359 41.314262,16.89798 41.248451,17.23226 39.898403,17.70603 39.964169))
1619151;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-03;2020-11-20 at 16:51:00 UTC;2020-11-20 at 16:51:59 UTC;54323;DESCENDING;HH;N/A;0.029282;10;N/A;N/A;N/A;N/A;N/A;N/A;16561.4;24722767552336700%;POLYGON((16.593809 41.393078,15.697561 37.778782,16.148331 37.710297,17.06846 41.324089,16.593809 41.393078))
1645547;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-12-09 at 04:21:07 UTC;2020-12-09 at 04:21:20 UTC;54597;ASCENDING;HH;N/A;0.032203;2;N/A;N/A;N/A;N/A;N/A;N/A;3530.0;4053700647084000%;POLYGON((18.98988 39.762772,18.80381 40.528469,18.33111 40.461826,18.52243 39.696213,18.98988 39.762772))
1649117;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2020-12-11 at 16:45:06 UTC;2020-12-11 at 16:45:23 UTC;54634;DESCENDING;HH;N/A;0.026569;3;N/A;N/A;N/A;N/A;N/A;N/A;4962.5;5532951905189350%;POLYGON((18.329109 40.690128,18.053511 39.61573,18.51902 39.54538,18.80195 40.619537,18.329109 40.690128))
1655588;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-12-17 at 16:56:48 UTC;2020-12-17 at 16:57:23 UTC;54723;DESCENDING;HH;N/A;0.032167499999999995;2;N/A;N/A;N/A;N/A;N/A;N/A;3040.4;0.4236207314227876%;POLYGON((14.854801 42.399815,14.679047 41.747787,15.169002 41.679321,15.3411 42.332493,14.854801 42.399815))
1657973;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-04;2020-12-20 at 04:27:19 UTC;2020-12-20 at 04:27:37 UTC;54760;ASCENDING;HH;N/A;0.0322055;3;N/A;N/A;N/A;N/A;N/A;N/A;5137.3;3603023824481310%;POLYGON((17.358829 40.236736,17.085199 41.35107,16.606609 41.284439,16.888149 40.170189,17.358829 40.236736))
1661701;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-03;2020-12-22 at 16:50:58 UTC;2020-12-22 at 16:51:58 UTC;54797;DESCENDING;HH;N/A;0.029283999999999998;10;N/A;N/A;N/A;N/A;N/A;N/A;16579.9;24590745316034900%;POLYGON((16.58814 41.394398,15.69138 37.775993,16.14221 37.707806,17.06288 41.325733,16.58814 41.394398))
1673490;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2021-01-05 at 04:27:10 UTC;2021-01-05 at 04:27:32 UTC;54997;ASCENDING;HH;N/A;0.033952500000000004;4;N/A;N/A;N/A;N/A;N/A;N/A;6280.3;5098607968510540%;POLYGON((17.71191 39.974174,17.3873 41.323978,16.903919 41.257889,17.238131 39.908192,17.71191 39.974174))
1674112;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-19;2021-01-06 at 04:45:20 UTC;2021-01-06 at 04:45:27 UTC;55012;ASCENDING;VV;N/A;0.053923;1;N/A;N/A;N/A;N/A;N/A;N/A;1540.3;0.09783848596731468%;POLYGON((17.226219 40.237892,17.15794 40.640137,16.758076 40.599319,16.828609 40.196884,17.226219 40.237892))
1674389;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-18;2021-01-06 at 16:32:58 UTC;2021-01-06 at 16:33:04 UTC;55019;DESCENDING;VV;N/A;0.0525045;1;N/A;N/A;N/A;N/A;N/A;N/A;1444.1;0.23849505601573842%;POLYGON((16.512672 40.974018,16.439735 40.564919,16.807222 40.525696,16.882826 40.934978,16.512672 40.974018))
1675364;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-0B;2021-01-07 at 16:50:28 UTC;2021-01-07 at 16:50:36 UTC;55034;DESCENDING;HH;N/A;0.023923;1;N/A;N/A;N/A;N/A;N/A;N/A;2222.4;0.5008349237985876%;POLYGON((17.766617 42.972984,17.6504 42.517197,18.17671 42.438572,18.271496 42.898022,17.766617 42.972984))
