,CSK,SEN,IoU,geometry
27,1671506,S1B_IW_SLC__1SDV_20210103T060210_20210103T060237_024986_02F94A_67F7,0.0,"MULTIPOLYGON (((1.203028 35.274883, -1.617154 35.683334, -1.289538 37.304722, 1.592322 36.897926, 1.203028 35.274883)), ((-5.68252 35.883953, -5.794091 36.343605, -5.345209 36.413631, -5.2392 35.953491, -5.68252 35.883953)))"
28,1677388,S1B_IW_SLC__1SDV_20210109T175302_20210109T175329_025081_02FC4B_402A,0.0,"MULTIPOLYGON (((0.106709 35.487026, -0.28285 37.108387, 2.578043 37.510815, 2.905988 35.89106, 0.106709 35.487026)), ((-0.985492 37.742096, -1.442412 37.809307, -1.337705 38.261585, -0.876566 38.194168, -0.985492 37.742096)))"
29,1677388,S1B_IW_SLC__1SDV_20210109T175236_20210109T175304_025081_02FC4B_89B3,0.0,"MULTIPOLYGON (((0.486685 33.938278, 0.091387 35.617908, 2.88892 36.02058, 3.225117 34.342888, 0.486685 33.938278)), ((-0.985492 37.742096, -1.442412 37.809307, -1.337705 38.261585, -0.876566 38.194168, -0.985492 37.742096)))"
30,1701334,S1A_IW_SLC__1SDV_20210125T181029_20210125T181056_036298_04422E_EB01,0.0,"MULTIPOLYGON (((-4.270298 36.635571, -4.66571 38.256264, -1.795801 38.652687, -1.464688 37.033375, -4.270298 36.635571)), ((-0.982677 37.742336, -1.439642 37.809654, -1.334895 38.262054, -0.873776 38.194511, -0.982677 37.742336)))"
31,1701334,S1A_IW_SLC__1SDV_20210125T181005_20210125T181031_036298_04422E_C992,0.0,"MULTIPOLYGON (((-3.929871 35.13917199999999, -4.317831 36.761112, -1.500365 37.16011, -1.172369 35.539795, -3.929871 35.13917199999999)), ((-0.982677 37.742336, -1.439642 37.809654, -1.334895 38.262054, -0.873776 38.194511, -0.982677 37.742336)))"
32,1701334,S1A_IW_SLC__1SDV_20210125T180940_20210125T181007_036298_04422E_130B,0.0,"MULTIPOLYGON (((-3.566512 33.64764, -3.946717 35.269054, -1.19031 35.668465, -0.865698 34.04892299999999, -3.566512 33.64764)), ((-0.982677 37.742336, -1.439642 37.809654, -1.334895 38.262054, -0.873776 38.194511, -0.982677 37.742336)))"
33,1709852,S1B_IW_SLC__1SDV_20210131T180933_20210131T181000_025402_030687_7CBC,0.044016476767202495,"MULTIPOLYGON (((-4.063344 35.747337, -4.468137 37.426151, -1.636708 37.822762, -1.295669 36.145515, -4.063344 35.747337)), ((-3.415333 36.909069, -3.870832 36.979996, -3.757065 37.436291, -3.312895 37.367565, -3.415333 36.909069)))"
34,1709852,S1B_IW_SLC__1SDV_20210131T180905_20210131T180935_025402_030687_A2A8,0.0,"MULTIPOLYGON (((-3.672107 34.087925, -4.095732 35.882366, -1.323051 36.28042199999999, -0.962434 34.487949, -3.672107 34.087925)), ((-3.415333 36.909069, -3.870832 36.979996, -3.757065 37.436291, -3.312895 37.367565, -3.415333 36.909069)))"
35,1733740,S1B_IW_SLC__1SDV_20210220T060233_20210220T060300_025686_030FDC_A715,0.0,"MULTIPOLYGON (((0.84362 33.782215, -1.920081 34.191715, -1.595279 35.814686, 1.225728 35.407097, 0.84362 33.782215)), ((-5.68339 35.883751, -5.794465 36.340729, -5.345692 36.410786, -5.24008 35.953331, -5.68339 35.883751)))"
36,1733740,S1B_IW_SLC__1SDV_20210220T060208_20210220T060235_025686_030FDC_3831,0.0,"MULTIPOLYGON (((1.203779 35.27505900000001, -1.61632 35.683529, -1.288477 37.305912, 1.593335 36.899094, 1.203779 35.27505900000001)), ((-5.68339 35.883751, -5.794465 36.340729, -5.345692 36.410786, -5.24008 35.953331, -5.68339 35.883751)))"
